"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1993-09","Sep-1993","IDX","Index","0","Units",,,99.62492,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1993-10","Oct-1993","IDX","Index","0","Units",,,99.8073,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1993-11","Nov-1993","IDX","Index","0","Units",,,100.0393,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1993-12","Dec-1993","IDX","Index","0","Units",,,100.2975,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-01","Jan-1994","IDX","Index","0","Units",,,100.5398,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units",,,100.7338,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units",,,100.871,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units",,,100.953,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-05","May-1994","IDX","Index","0","Units",,,100.9843,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units",,,100.9726,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units",,,100.933,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units",,,100.8791,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units",,,100.8129,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-10","Oct-1994","IDX","Index","0","Units",,,100.7262,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-11","Nov-1994","IDX","Index","0","Units",,,100.5959,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1994-12","Dec-1994","IDX","Index","0","Units",,,100.413,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-01","Jan-1995","IDX","Index","0","Units",,,100.1726,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-02","Feb-1995","IDX","Index","0","Units",,,99.87657,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-03","Mar-1995","IDX","Index","0","Units",,,99.55536,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-04","Apr-1995","IDX","Index","0","Units",,,99.2583,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-05","May-1995","IDX","Index","0","Units",,,99.02393,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-06","Jun-1995","IDX","Index","0","Units",,,98.8694,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-07","Jul-1995","IDX","Index","0","Units",,,98.78137,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-08","Aug-1995","IDX","Index","0","Units",,,98.72576,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-09","Sep-1995","IDX","Index","0","Units",,,98.67704,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-10","Oct-1995","IDX","Index","0","Units",,,98.63582,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-11","Nov-1995","IDX","Index","0","Units",,,98.61674,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1995-12","Dec-1995","IDX","Index","0","Units",,,98.63447,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-01","Jan-1996","IDX","Index","0","Units",,,98.6989,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-02","Feb-1996","IDX","Index","0","Units",,,98.81811,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-03","Mar-1996","IDX","Index","0","Units",,,98.97587,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-04","Apr-1996","IDX","Index","0","Units",,,99.13966,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-05","May-1996","IDX","Index","0","Units",,,99.29243,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-06","Jun-1996","IDX","Index","0","Units",,,99.41689,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-07","Jul-1996","IDX","Index","0","Units",,,99.50304,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-08","Aug-1996","IDX","Index","0","Units",,,99.57205,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-09","Sep-1996","IDX","Index","0","Units",,,99.63847,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-10","Oct-1996","IDX","Index","0","Units",,,99.70667,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-11","Nov-1996","IDX","Index","0","Units",,,99.78475,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1996-12","Dec-1996","IDX","Index","0","Units",,,99.86807,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-01","Jan-1997","IDX","Index","0","Units",,,99.96609,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-02","Feb-1997","IDX","Index","0","Units",,,100.0881,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-03","Mar-1997","IDX","Index","0","Units",,,100.2211,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-04","Apr-1997","IDX","Index","0","Units",,,100.3582,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-05","May-1997","IDX","Index","0","Units",,,100.4947,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-06","Jun-1997","IDX","Index","0","Units",,,100.6238,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-07","Jul-1997","IDX","Index","0","Units",,,100.7348,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-08","Aug-1997","IDX","Index","0","Units",,,100.8137,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-09","Sep-1997","IDX","Index","0","Units",,,100.865,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-10","Oct-1997","IDX","Index","0","Units",,,100.8915,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-11","Nov-1997","IDX","Index","0","Units",,,100.8885,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1997-12","Dec-1997","IDX","Index","0","Units",,,100.853,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-01","Jan-1998","IDX","Index","0","Units",,,100.8028,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-02","Feb-1998","IDX","Index","0","Units",,,100.7375,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-03","Mar-1998","IDX","Index","0","Units",,,100.6409,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-04","Apr-1998","IDX","Index","0","Units",,,100.5101,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-05","May-1998","IDX","Index","0","Units",,,100.3448,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-06","Jun-1998","IDX","Index","0","Units",,,100.1567,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-07","Jul-1998","IDX","Index","0","Units",,,99.97666,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-08","Aug-1998","IDX","Index","0","Units",,,99.82663,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-09","Sep-1998","IDX","Index","0","Units",,,99.73416,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-10","Oct-1998","IDX","Index","0","Units",,,99.73281,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-11","Nov-1998","IDX","Index","0","Units",,,99.8261,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1998-12","Dec-1998","IDX","Index","0","Units",,,99.97964,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-01","Jan-1999","IDX","Index","0","Units",,,100.1705,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-02","Feb-1999","IDX","Index","0","Units",,,100.3646,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-03","Mar-1999","IDX","Index","0","Units",,,100.5401,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-04","Apr-1999","IDX","Index","0","Units",,,100.6957,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-05","May-1999","IDX","Index","0","Units",,,100.8312,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-06","Jun-1999","IDX","Index","0","Units",,,100.9357,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-07","Jul-1999","IDX","Index","0","Units",,,101.0128,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-08","Aug-1999","IDX","Index","0","Units",,,101.0716,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-09","Sep-1999","IDX","Index","0","Units",,,101.1248,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-10","Oct-1999","IDX","Index","0","Units",,,101.1805,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-11","Nov-1999","IDX","Index","0","Units",,,101.2397,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","1999-12","Dec-1999","IDX","Index","0","Units",,,101.2882,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-01","Jan-2000","IDX","Index","0","Units",,,101.3025,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-02","Feb-2000","IDX","Index","0","Units",,,101.2641,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-03","Mar-2000","IDX","Index","0","Units",,,101.1956,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units",,,101.1071,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-05","May-2000","IDX","Index","0","Units",,,100.9885,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units",,,100.8391,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units",,,100.6416,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units",,,100.3988,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units",,,100.12,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units",,,99.79459,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units",,,99.43533,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units",,,99.06218,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units",,,98.73997,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units",,,98.50379,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units",,,98.35965,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units",,,98.29402,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-05","May-2001","IDX","Index","0","Units",,,98.28058,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units",,,98.26688,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units",,,98.22678,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units",,,98.16107,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units",,,98.11236,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units",,,98.14994,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units",,,98.30239,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units",,,98.5514,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units",,,98.84482,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units",,,99.12988,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units",,,99.34682,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units",,,99.43846,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-05","May-2002","IDX","Index","0","Units",,,99.38589,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units",,,99.1941,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units",,,98.91193,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units",,,98.60615,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units",,,98.31764,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units",,,98.08617,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units",,,97.93169,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units",,,97.82701,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units",,,97.75401,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units",,,97.72565,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units",,,97.77401,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units",,,97.92051,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-05","May-2003","IDX","Index","0","Units",,,98.15575,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units",,,98.44962,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units",,,98.78568,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units",,,99.1551,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units",,,99.5462,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units",,,99.94175,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units",,,100.3105,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units",,,100.6185,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units",,,100.8517,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units",,,100.9926,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units",,,101.0565,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units",,,101.0578,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-05","May-2004","IDX","Index","0","Units",,,101.0173,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units",,,100.9438,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units",,,100.8434,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units",,,100.7298,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units",,,100.626,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units",,,100.5479,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units",,,100.5052,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units",,,100.4759,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units",,,100.4296,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units",,,100.3623,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units",,,100.2888,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units",,,100.2386,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-05","May-2005","IDX","Index","0","Units",,,100.2321,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units",,,100.2648,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units",,,100.3099,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units",,,100.365,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units",,,100.4502,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units",,,100.5807,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units",,,100.7437,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units",,,100.9031,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units",,,101.0314,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units",,,101.1196,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units",,,101.1609,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units",,,101.1495,,
"LOLITOAA","Amplitude adjusted (CLI)","USA","United States","M","Monthly","2006-05","May-2006","IDX","Index","0","Units",,,101.1024,,
